year,ACCESS1-0_rcp45_r1i1p1-longest_run_tmax_abv,ACCESS1-0_rcp85_r1i1p1-longest_run_tmax_abv,bcc-csm1-1_rcp26_r1i1p1-longest_run_tmax_abv,bcc-csm1-1_rcp45_r1i1p1-longest_run_tmax_abv,bcc-csm1-1_rcp60_r1i1p1-longest_run_tmax_abv,bcc-csm1-1_rcp85_r1i1p1-longest_run_tmax_abv,BNU-ESM_rcp45_r1i1p1-longest_run_tmax_abv,BNU-ESM_rcp85_r1i1p1-longest_run_tmax_abv,CanESM2_rcp26_r1i1p1-longest_run_tmax_abv,CanESM2_rcp45_r1i1p1-longest_run_tmax_abv,CanESM2_rcp85_r1i1p1-longest_run_tmax_abv,CCSM4_rcp26_r1i1p1-longest_run_tmax_abv,CCSM4_rcp45_r1i1p1-longest_run_tmax_abv,CCSM4_rcp60_r1i1p1-longest_run_tmax_abv,CCSM4_rcp85_r1i1p1-longest_run_tmax_abv,CESM1-BGC_rcp45_r1i1p1-longest_run_tmax_abv,CESM1-BGC_rcp85_r1i1p1-longest_run_tmax_abv,CNRM-CM5_rcp45_r1i1p1-longest_run_tmax_abv,CNRM-CM5_rcp85_r1i1p1-longest_run_tmax_abv,CSIRO-Mk3-6-0_rcp26_r1i1p1-longest_run_tmax_abv,CSIRO-Mk3-6-0_rcp45_r1i1p1-longest_run_tmax_abv,CSIRO-Mk3-6-0_rcp85_r1i1p1-longest_run_tmax_abv,GFDL-CM3_rcp26_r1i1p1-longest_run_tmax_abv,GFDL-CM3_rcp60_r1i1p1-longest_run_tmax_abv,GFDL-CM3_rcp85_r1i1p1-longest_run_tmax_abv,GFDL-ESM2G_rcp26_r1i1p1-longest_run_tmax_abv,GFDL-ESM2G_rcp45_r1i1p1-longest_run_tmax_abv,GFDL-ESM2G_rcp60_r1i1p1-longest_run_tmax_abv,GFDL-ESM2G_rcp85_r1i1p1-longest_run_tmax_abv,GFDL-ESM2M_rcp26_r1i1p1-longest_run_tmax_abv,GFDL-ESM2M_rcp45_r1i1p1-longest_run_tmax_abv,GFDL-ESM2M_rcp60_r1i1p1-longest_run_tmax_abv,GFDL-ESM2M_rcp85_r1i1p1-longest_run_tmax_abv,inmcm4_rcp45_r1i1p1-longest_run_tmax_abv,inmcm4_rcp85_r1i1p1-longest_run_tmax_abv,IPSL-CM5A-LR_rcp26_r1i1p1-longest_run_tmax_abv,IPSL-CM5A-LR_rcp45_r1i1p1-longest_run_tmax_abv,IPSL-CM5A-LR_rcp60_r1i1p1-longest_run_tmax_abv,IPSL-CM5A-LR_rcp85_r1i1p1-longest_run_tmax_abv,IPSL-CM5A-MR_rcp26_r1i1p1-longest_run_tmax_abv,IPSL-CM5A-MR_rcp45_r1i1p1-longest_run_tmax_abv,IPSL-CM5A-MR_rcp60_r1i1p1-longest_run_tmax_abv,IPSL-CM5A-MR_rcp85_r1i1p1-longest_run_tmax_abv,MIROC-ESM-CHEM_rcp26_r1i1p1-longest_run_tmax_abv,MIROC-ESM-CHEM_rcp45_r1i1p1-longest_run_tmax_abv,MIROC-ESM-CHEM_rcp60_r1i1p1-longest_run_tmax_abv,MIROC-ESM-CHEM_rcp85_r1i1p1-longest_run_tmax_abv,MIROC-ESM_rcp26_r1i1p1-longest_run_tmax_abv,MIROC-ESM_rcp45_r1i1p1-longest_run_tmax_abv,MIROC-ESM_rcp60_r1i1p1-longest_run_tmax_abv,MIROC-ESM_rcp85_r1i1p1-longest_run_tmax_abv,MIROC5_rcp26_r1i1p1-longest_run_tmax_abv,MIROC5_rcp45_r1i1p1-longest_run_tmax_abv,MIROC5_rcp60_r1i1p1-longest_run_tmax_abv,MIROC5_rcp85_r1i1p1-longest_run_tmax_abv,MPI-ESM-LR_rcp26_r1i1p1-longest_run_tmax_abv,MPI-ESM-LR_rcp45_r1i1p1-longest_run_tmax_abv,MPI-ESM-LR_rcp85_r1i1p1-longest_run_tmax_abv,MPI-ESM-MR_rcp26_r1i1p1-longest_run_tmax_abv,MPI-ESM-MR_rcp45_r1i1p1-longest_run_tmax_abv,MPI-ESM-MR_rcp85_r1i1p1-longest_run_tmax_abv,MRI-CGCM3_rcp26_r1i1p1-longest_run_tmax_abv,MRI-CGCM3_rcp45_r1i1p1-longest_run_tmax_abv,MRI-CGCM3_rcp60_r1i1p1-longest_run_tmax_abv,MRI-CGCM3_rcp85_r1i1p1-longest_run_tmax_abv,NorESM1-M_rcp26_r1i1p1-longest_run_tmax_abv,NorESM1-M_rcp45_r1i1p1-longest_run_tmax_abv,NorESM1-M_rcp60_r1i1p1-longest_run_tmax_abv,NorESM1-M_rcp85_r1i1p1-longest_run_tmax_abv
2038,0.11243356,0.18729733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2039,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09535723,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.037569795,0.6682343,0.0,0.0,0.12664907,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035651012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017224304,0.0,0.0
2040,0.0034171303,0.0068342607,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.046398826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062259994,0.0,0.0,0.0,0.0,1.4954859,0.0,0.0,0.0,0.0,0.09485165,0.44922578,0.0919401,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2041,0.0,0.5556347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10901643,0.0034171303,0.0,0.0,0.017076332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.5205003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2042,0.0034171303,0.0034171303,0.0,0.0,0.0034171303,0.0,0.0,0.0068342607,0.0034171303,0.0034171303,0.0034171303,0.0,0.0034171303,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020493463,0.0035651012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0034171303,0.0,0.0,0.0
2043,0.0,0.017076332,0.0,0.0,0.0,0.0,0.0,0.063475154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0068342607,0.0,0.0,0.032739624,0.0,0.0,0.0,0.0,0.0068342607,0.0,0.0,0.0,0.0068342607,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.19413158,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0
2044,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10901643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44586915,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.04845282,0.0,2.6018598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2045,0.0,0.3691935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41954568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0069822315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010251391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068342607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069822315,0.0,0.0034171303
2046,0.0034171303,0.26905867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010251391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18729733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.37777916,0.38727632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45952836,0.0,0.0
2047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6160055,0.09535723,0.0,0.0,0.0,0.0,0.0,0.0,0.0035651012,0.15761723,0.0,0.0,0.0,0.0068342607,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0035651012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2048,0.11258153,0.11135396,0.0,0.010251391,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.010251391,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20779079,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.032739624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1573184
2049,0.0068342607,0.23794541,0.0,0.0,0.017076332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068342607,0.0,0.0,0.0,0.0,0.0,0.032739624,0.0,0.0,0.0,0.0,0.0,0.0,0.0068342607,0.0,0.64207804,0.0,0.0,0.0,1.4797082E-4,0.09535723,0.0,0.0068342607,0.0034171303,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0068342607,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,0.053233087,0.0034171303,0.0,0.0,0.017224304,0.0,0.0,0.0,0.0034171303,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4193977,0.0,0.4253757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.04845282,0.0,0.0,0.0,0.0,0.0,0.0,0.0068342607,0.0,0.0,0.0
2051,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.08119244,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0068342607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0034171303,0.0,0.0,0.0,0.0919401,0.0,0.0,0.0,0.0,0.0,0.0,0.51475495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017076332,0.023910593,0.0,0.0,0.0,0.0,0.017085653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068342607,0.09535723,0.0
2052,0.0034171303,0.5406603,0.0,0.0034171303,0.0034171303,0.0,0.062062114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38461342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26192847,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0
2053,0.43315497,0.11243356,0.1734055,0.0,0.0,0.0034171303,0.0,0.11243356,0.0,0.0,0.0,0.0,0.0,0.0,0.33429188,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29964623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0034171303,0.2981457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0034171303,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2054,0.0,0.35728568,0.0,0.0,0.0,0.34271258,0.0,0.35728568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017076332,0.0,0.0,0.0,0.0,0.0,0.18118797,0.9304117,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062112026,0.0,0.0,0.2883999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3720272,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8514427
2055,0.1045197,1.4838872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017076332,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068342607,0.0,0.032887593,0.0,0.0,0.0068342607,0.0,0.0,0.0,0.0,0.0,0.0,0.017224304,0.0,0.0,0.0,0.37777916,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09535723,0.0,0.0919401,0.0,0.0,0.0068342607,0.0,0.0,0.0
2056,0.0,1.406982,0.0,0.020641433,0.0,0.0034171303,0.0919401,0.036156755,0.0,0.0,0.0034171303,0.0,0.0034171303,0.0,0.0034171303,0.0034171303,0.036156755,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.091434516,0.0,0.0,0.0,0.1906298,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.048600793,0.09535723,0.0034171303,0.0,0.46261203,0.0,0.0,0.0,0.0,0.0,0.57818335,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.4162132,0.0,0.0,0.0034171303,0.0,0.0,0.0069822315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2057,0.0,0.3881692,0.0,0.010251391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.010251391,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.055435054,0.0,0.0,0.0,0.0034171303,0.0,0.0034171303,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09892233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37436202,0.7788359
2058,0.0068342607,2.3236215,0.0,0.0,0.0,0.0,0.0068342607,0.0,0.0034171303,0.0,0.09877436,0.0,0.0,0.0,0.0,0.0,0.0068342607,0.0,0.0,0.0,0.2790048,0.36634383,0.0,0.0034171303,0.12609276,0.0,0.0,0.0035651012,0.3310227,0.0,0.054646127,0.0,0.0,0.0,0.36085078,0.0,0.0,0.0,0.60861576,0.0,0.0034171303,0.0034171303,0.063475154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0035651012,0.0,0.0,0.0,0.0,0.09535723,0.0,0.0,0.0
2059,0.15405212,0.80367726,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.5544675,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11071282,0.0,0.0068342607,0.0,0.0,0.0,0.0,0.0,0.721243,0.0,2.0867558,0.0034171303,0.17682263,0.0,0.0034171303,0.09877436,0.0,0.0,0.0034171303,0.0,0.010251391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44899318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28242192,0.0,0.0034171303
2060,0.40915564,1.2104045,0.0,0.0034171303,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.20437366,0.0,0.0034171303,0.0,0.0068342607,0.0,0.020493463,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.13725932,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0919401,0.0,0.97227407,0.0,0.0,0.0034171303,0.21803287,0.0,0.0,0.0,0.0955052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9808474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17355347,0.0,0.0
2061,0.286135,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0034171303,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.09535723,0.0,0.44922578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068342607,0.0,0.0,0.0034171303,0.0,0.0,0.0,1.5111454,2.2644355,0.0,0.0,0.0,0.0068342607,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.017076332,0.0,0.0,0.47177452,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0034171303,0.0,0.0
2062,0.1874453,1.3020496,0.0,0.0,0.0,0.0,0.0,0.3798344,0.023910593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16088638,0.0,0.0,0.0,0.0034171303,0.0068342607,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.11777012,0.0,0.0,0.0,0.0,0.0,1.3582768,0.0,1.0393444,0.0,0.0,0.0,0.18729733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11926782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068342607,0.4332049
2063,0.0034171303,0.0034171303,0.0,0.0,0.0034171303,0.43086535,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0034171303,0.0,0.22144999,0.017076332,0.0035651012,0.0,0.0,0.0,0.0,0.0,0.0,0.026471432,0.0034171303,0.09535723,0.0034171303,0.0,0.0,0.0,0.0069822315,0.0,0.0,0.0,0.0,0.0,0.0,0.761254,0.40565386,0.0,0.0,0.0068342607,0.32715052,0.0,0.26876274,0.0,0.272679,0.0,0.0,0.0,1.4797082E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0034171303,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.020789405,0.0,1.6836896
2064,0.48643798,0.98037857,0.0,0.48352644,0.27582029,0.06552915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2354615,0.0,0.2997309,0.0,0.0,0.0,0.0,0.0,1.1920598,0.0,0.0,0.0,1.4797082E-4,0.0,0.0,0.0,0.0,0.0,0.09535723,0.0,0.0,0.023910593,0.08488253,0.0,0.0,0.010399362,0.0034171303,0.0,0.0,0.0,0.89140487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11243356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13399017,0.0,0.0
2065,0.0,0.0034171303,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.09877436,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11243356,0.6117527,0.0068342607,0.6586296,0.0,0.0,0.0,0.0068342607,0.0,0.0,0.0,0.0034171303,0.0,0.017076332,0.0034171303,0.0034171303,0.0,0.0,0.0,0.0,0.0,1.9317291,0.0,0.04845282,0.0,0.0034171303,0.0,0.0034171303,0.0,0.6362905,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0034171303,0.2878943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2066,1.4406261,0.4434563,0.0,0.0034171303,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.13292703,0.0,0.0,1.1042435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0034171303,0.13833892,0.0,1.186797,0.20779079,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.102191485,0.0034171303,0.09535723,0.0,0.0,0.020641433,0.0,0.0,0.0,0.017076332,0.0,0.0068342607,0.09535723,0.0,0.0,0.0,0.0,0.0,0.017076332,0.0,0.0035651012
2067,0.0,0.24955732,0.0,0.0,0.48886016,0.017076332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07792328,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.77447695,0.0,0.0034171303,0.0034171303,0.0,0.0,0.0034171303,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.38802123,0.0034171303,0.0034171303,0.0,0.0034171303,1.017265,4.6687646,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.077775314,0.39349362,0.017076332,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.017076332,0.0,0.0035651012
2068,0.24285862,2.0330548,0.0034171303,0.0,0.0,0.0,0.0,0.42281485,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.118178904,0.0,0.0,0.0,0.115850694,0.0,0.0068342607,0.0034171303,0.07819624,0.0,0.20102917,0.0,1.4797082E-4,0.0,0.26971093,0.0,0.0,0.0,0.0034171303,0.0,0.017076332,0.017076332,0.0,0.0034171303,4.8022203,0.0,0.0,1.3521975,0.09535723,0.0,0.0,0.24065647,0.0,0.0,0.0,0.0,0.35386857,0.0,0.0,0.0,0.0,0.0,0.0,0.017224304,0.0,0.09535723,0.0068342607,0.0,0.0,0.0,0.07819624,0.0,0.0068342607,0.0,0.20437366
2069,0.09535723,0.2653456,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.18856321,0.0,0.0,0.0,0.036156755,0.0,0.0035651012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0047785,0.0,0.0,0.0,0.0,0.0,0.020493463,1.4797082E-4,0.0,0.0,1.7555072,0.0,0.0,0.0,5.988384,0.0,0.0,1.0779579,0.08870076,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0034171303,1.1479226,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.026471432,0.0,0.0,0.017224304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2185977
2070,1.6981906,1.2019744,0.0,0.0034171303,0.0919401,0.12786423,0.0,0.8584326,0.0,0.0,0.29580817,0.0,0.0,0.0,0.36085078,0.0,0.0,0.0,0.0,0.0,0.2883999,0.0,0.0,0.017224304,0.64195675,0.0,0.010251391,0.0,0.1045197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.19048183,0.0,0.0,0.0068342607,3.4664085,0.0,0.2825699,0.032887593,0.17654967,0.0,0.0,0.0,0.0034171303,0.41598058,0.0,0.0,0.37459466,0.0,0.62930375,0.2883999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85528076
2071,0.0034171303,0.47177452,0.0,0.0,0.5413743,0.0,0.0,0.57954514,0.0,0.0,0.2719069,0.0034171303,0.0,0.0034171303,0.2808185,0.0,0.0034171303,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.27915278,1.0300126,0.0,0.0,0.0034171303,0.26564154,0.0,0.0,0.0,0.6292438,0.0,0.0,0.0,0.0,0.086022615,0.0034171303,0.0,0.09877436,0.0034171303,3.1778352,0.0034171303,0.0,0.0,0.0034171303,0.0,0.0,0.0068342607,0.0034171303,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.3649202,0.0,0.0034171303,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.40368453,0.036156755
2072,0.42281485,2.394966,0.0,0.0,1.4797082E-4,0.0,0.0,0.0,0.0,0.0034171303,0.89599264,0.0,0.0,0.0,0.47519165,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.7438188,0.0,0.7347919,0.65856624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.862364,0.0,0.0034171303,0.0,0.0068342607,0.0,2.692785,0.0,0.0,2.0641954,2.5461538,0.0,0.0,0.0,0.42623198,0.0,0.0,0.1838802,0.6402349,0.0,0.0,0.0,0.20095652,0.0,0.28265455,0.3240405,0.0,0.046398826,0.0,0.0,0.0,0.0,0.79632056,0.0,0.0034171303,0.0,3.095321
2073,0.30314803,0.020493463,0.0,0.0,0.040130634,0.41449267,0.0,0.09535723,0.0,0.0,2.9742749,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.6761482,0.0,0.0,3.0358083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09535723,0.0,0.7851664,0.0,0.0,0.462885,0.44330832,0.0,0.0,0.0,3.7100232,0.0,0.0034171303,0.38825387,0.10560862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2825699,0.0,0.0,0.10110257,0.37385646,0.0,0.09173046,0.0,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.38367248
